drugname,outcome_code,count
CARVEDILOL,Disability,3
CARVEDILOL,Hospitalization,91
CARVEDILOL,Life Threatening,29
CARVEDILOL,Other Serious Outcome,126
CARVEDILOL PHOSPHATE,Hospitalization,1
CARVEDILOL PHOSPHATE,Other Serious Outcome,7
CARVYKTI,Death,230
CARVYKTI,Disability,31
CARVYKTI,Hospitalization,472
CARVYKTI,Life Threatening,64
CARVYKTI,Other Serious Outcome,514
CARVYKTI,Required Intervention,23
CASGEVY,Hospitalization,2
CASGEVY,Other Serious Outcome,8
CASIRIVIMAB\IMDEVIMAB,Death,1
CASODEX,Other Serious Outcome,2
CASPOFUNGIN,Hospitalization,2
CASPOFUNGIN,Life Threatening,1
CASPOFUNGIN,Other Serious Outcome,2
CASPOFUNGIN ACETATE,Death,2
CASPOFUNGIN ACETATE,Life Threatening,2
CASPOFUNGIN ACETATE,Other Serious Outcome,2
CATAFLAM,Hospitalization,5
CATAFLAM,Life Threatening,32
CATAFLAM,Other Serious Outcome,37
CATAPRES,Hospitalization,11
CATAPRES,Life Threatening,8
CATAPRES,Required Intervention,8
CATRIDECACOG,Hospitalization,2
CATRIDECACOG,Other Serious Outcome,2
CAVERJECT,Disability,3
CAVERJECT,Other Serious Outcome,3
CAYSTON,Other Serious Outcome,2
CEFADROXIL,Disability,3
CEFADROXIL,Hospitalization,4
CEFADROXIL,Other Serious Outcome,1
CEFAZOLIN,Death,2
CEFAZOLIN,Hospitalization,64
CEFAZOLIN,Life Threatening,42
CEFAZOLIN,Other Serious Outcome,84
CEFAZOLIN,Required Intervention,25
CEFAZOLIN SODIUM,Hospitalization,1
CEFAZOLIN SODIUM,Other Serious Outcome,1
CEFDINIR,Other Serious Outcome,2
CEFDINIR,Required Intervention,8
CEFEPIME,Hospitalization,23
CEFEPIME,Life Threatening,1
CEFEPIME,Other Serious Outcome,32
CEFEPIME HYDROCHLORIDE,Death,8
CEFEPIME HYDROCHLORIDE,Hospitalization,22
CEFEPIME HYDROCHLORIDE,Life Threatening,29
CEFEPIME HYDROCHLORIDE,Other Serious Outcome,54
CEFIDEROCOL,Death,114
CEFIDEROCOL,Disability,2
CEFIDEROCOL,Hospitalization,28
CEFIDEROCOL,Life Threatening,36
CEFIDEROCOL,Other Serious Outcome,44
CEFIDEROCOL SULFATE TOSYLATE,Other Serious Outcome,1
CEFIXIME,Hospitalization,13
CEFIXIME,Life Threatening,1
CEFIXIME,Other Serious Outcome,28
CEFOXITIN,Hospitalization,1
CEFPODOXIME PROXETIL,Hospitalization,1
CEFPODOXIME PROXETIL,Other Serious Outcome,1
CEFPROZIL,Death,3
CEFPROZIL,Hospitalization,8
CEFPROZIL,Other Serious Outcome,31
CEFTAROLINE,Death,1
CEFTAROLINE,Other Serious Outcome,2
CEFTAROLINE FOSAMIL,Hospitalization,9
CEFTAROLINE FOSAMIL,Other Serious Outcome,10
CEFTAZIDIME,Death,1
CEFTAZIDIME,Hospitalization,1
CEFTAZIDIME,Life Threatening,3
CEFTAZIDIME,Other Serious Outcome,1
CEFTIN,Hospitalization,2
CEFTOLOZANE SULFATE,Hospitalization,1
CEFTRIAXONE,Congenital Anomaly,53
CEFTRIAXONE,Death,93
CEFTRIAXONE,Disability,57
CEFTRIAXONE,Hospitalization,240
CEFTRIAXONE,Life Threatening,50
CEFTRIAXONE,Other Serious Outcome,190
CEFTRIAXONE,Required Intervention,35
CEFTRIAXONE SODIUM,Congenital Anomaly,96
CEFTRIAXONE SODIUM,Death,167
CEFTRIAXONE SODIUM,Disability,166
CEFTRIAXONE SODIUM,Hospitalization,309
CEFTRIAXONE SODIUM,Life Threatening,7
CEFTRIAXONE SODIUM,Other Serious Outcome,116
CEFUROXIME,Death,3
CEFUROXIME,Disability,10
CEFUROXIME,Hospitalization,88
CEFUROXIME,Life Threatening,4
CEFUROXIME,Other Serious Outcome,138
CEFUROXIME,Required Intervention,4
CEFUROXIME AXETIL,Hospitalization,58
CEFUROXIME AXETIL,Life Threatening,16
CEFUROXIME AXETIL,Other Serious Outcome,71
CEFUROXIME SODIUM,Life Threatening,7
CEFUROXIME SODIUM,Other Serious Outcome,8
CELEBREX,Congenital Anomaly,1868
CELEBREX,Death,6723
CELEBREX,Disability,6783
CELEBREX,Hospitalization,6850
CELEBREX,Life Threatening,6822
CELEBREX,Other Serious Outcome,7292
CELEBREX,Required Intervention,513
CELECOXIB,Congenital Anomaly,2866
CELECOXIB,Death,9702
CELECOXIB,Disability,9555
CELECOXIB,Hospitalization,9962
CELECOXIB,Life Threatening,9586
CELECOXIB,Other Serious Outcome,10046
CELECOXIB,Required Intervention,10
CELESTONE SOLUSPAN,Disability,6
CELESTONE SOLUSPAN,Hospitalization,6
CELESTONE SOLUSPAN,Other Serious Outcome,7
CELEXA,Disability,13
CELEXA,Hospitalization,6
CELEXA,Other Serious Outcome,10
CELLCEPT,Congenital Anomaly,9
CELLCEPT,Death,81
CELLCEPT,Hospitalization,210
CELLCEPT,Life Threatening,9
CELLCEPT,Other Serious Outcome,531
CELONTIN,Hospitalization,16
CELONTIN,Other Serious Outcome,31
CEMIPLIMAB,Death,8
CEMIPLIMAB,Hospitalization,37
CEMIPLIMAB,Life Threatening,11
CEMIPLIMAB,Other Serious Outcome,130
CEMIPLIMAB-RWLC,Hospitalization,1
CENOBAMATE,Hospitalization,3
CEPHALEXIN,Death,47
CEPHALEXIN,Hospitalization,129
CEPHALEXIN,Life Threatening,41
CEPHALEXIN,Other Serious Outcome,219
CEPHALEXIN MONOHYDRATE,Other Serious Outcome,3
CEPROTIN,Death,5
CEPROTIN,Other Serious Outcome,5
CEQUA,Death,1
CEQUA,Disability,12
CEQUA,Other Serious Outcome,35
CEQUA,Required Intervention,12
CERDELGA,Death,10
CERDELGA,Hospitalization,38
CERDELGA,Life Threatening,8
CERDELGA,Other Serious Outcome,53
CEREZYME,Death,25
CEREZYME,Disability,4
CEREZYME,Hospitalization,70
CEREZYME,Other Serious Outcome,92
CERIANNA,Other Serious Outcome,9
CERITINIB,Other Serious Outcome,12
CERTICAN,Death,8
CERTICAN,Hospitalization,11
CERTICAN,Other Serious Outcome,11
CERTOLIZUMAB,Other Serious Outcome,8
CERTOLIZUMAB PEGOL,Congenital Anomaly,504
CERTOLIZUMAB PEGOL,Death,1176
CERTOLIZUMAB PEGOL,Disability,1200
CERTOLIZUMAB PEGOL,Hospitalization,2748
CERTOLIZUMAB PEGOL,Life Threatening,1235
CERTOLIZUMAB PEGOL,Other Serious Outcome,8087
CETIRIZINE,Congenital Anomaly,244
CETIRIZINE,Death,519
CETIRIZINE,Disability,629
CETIRIZINE,Hospitalization,687
CETIRIZINE,Life Threatening,616
CETIRIZINE,Other Serious Outcome,1436
CETIRIZINE HCL,Other Serious Outcome,2
CETIRIZINE HYDROCHLORIDE,Congenital Anomaly,22
CETIRIZINE HYDROCHLORIDE,Death,260
CETIRIZINE HYDROCHLORIDE,Disability,309
CETIRIZINE HYDROCHLORIDE,Hospitalization,334
CETIRIZINE HYDROCHLORIDE,Life Threatening,246
CETIRIZINE HYDROCHLORIDE,Other Serious Outcome,537
CETROTIDE,Hospitalization,1
CETROTIDE,Life Threatening,5
CETUXIMAB,Death,9
CETUXIMAB,Hospitalization,113
CETUXIMAB,Life Threatening,25
CETUXIMAB,Other Serious Outcome,112
CETUXIMAB,Required Intervention,22
CETYLPYRIDINIUM CHLORIDE\SODIUM FLUORIDE,Other Serious Outcome,1
CEVIMELINE HYDROCHLORIDE,Other Serious Outcome,10
CHILDRENS IBUPROFEN,Hospitalization,2
CHILDRENS IBUPROFEN,Other Serious Outcome,16
CHILDRENS MOTRIN,Hospitalization,34
CHILDRENS MOTRIN,Life Threatening,10
CHILDRENS MOTRIN,Other Serious Outcome,108
CHILDRENS TYLENOL,Other Serious Outcome,9
CHILDRENS ZYRTEC,Other Serious Outcome,5
CHLORAPREP,Disability,7
CHLORAPREP,Other Serious Outcome,7
CHLORAPREP TRIPLE SWABSTICK,Hospitalization,25
CHLORAPREP TRIPLE SWABSTICK,Other Serious Outcome,25
CHLORAPREP WITH TINT,Other Serious Outcome,9
CHLORDIAZEPOXIDE,Hospitalization,14
CHLORDIAZEPOXIDE,Life Threatening,10
CHLORHEXIDINE,Other Serious Outcome,5
CHLORHEXIDINE GLUCONATE,Other Serious Outcome,1
CHLORHEXIDINE GLUCONATE\ISOPROPYL ALCOHOL,Hospitalization,3
CHLORHEXIDINE GLUCONATE\ISOPROPYL ALCOHOL,Life Threatening,3
CHLORHEXIDINE GLUCONATE\ISOPROPYL ALCOHOL,Other Serious Outcome,17
CHLOROPROCAINE,Other Serious Outcome,1
CHLORPHENIRAMINE MALEATE\IBUPROFEN\PSEUDOEPHEDRINE HYDROCHLORIDE,Other Serious Outcome,4
CHLORPROMAZINE,Death,17
CHLORPROMAZINE,Hospitalization,31
CHLORPROMAZINE,Life Threatening,1
CHLORPROMAZINE,Other Serious Outcome,39
CHLORPROMAZINE HYDROCHLORIDE,Hospitalization,10
CHLORPROMAZINE HYDROCHLORIDE,Other Serious Outcome,10
CHLORTHALIDONE,Hospitalization,22
CHLORTHALIDONE,Life Threatening,2
CHLORTHALIDONE,Other Serious Outcome,17
CHLORZOXAZONE,Hospitalization,4
CHLORZOXAZONE,Other Serious Outcome,4
CHOLESTYRAMINE,Hospitalization,5
CHOLESTYRAMINE,Life Threatening,5
CHOLESTYRAMINE,Other Serious Outcome,10
CHORIOGONADOTROPIN ALFA,Hospitalization,16
CHORIOGONADOTROPIN ALFA,Other Serious Outcome,16
CHORIONIC GONADOTROPHIN,Other Serious Outcome,1
CIALIS,Disability,3
CIALIS,Hospitalization,42
CIALIS,Life Threatening,5
CIALIS,Other Serious Outcome,29
CIBINQO,Death,1
CIBINQO,Disability,30
CIBINQO,Hospitalization,66
CIBINQO,Life Threatening,7
CIBINQO,Other Serious Outcome,202
CIDOFOVIR,Other Serious Outcome,3
CILASTATIN SODIUM\IMIPENEM,Death,4
CILASTATIN SODIUM\IMIPENEM,Disability,5
CILASTATIN SODIUM\IMIPENEM,Hospitalization,31
CILASTATIN SODIUM\IMIPENEM,Life Threatening,2
CILASTATIN SODIUM\IMIPENEM,Other Serious Outcome,63
CILASTATIN\IMIPENEM\RELEBACTAM,Life Threatening,2
CILASTATIN\IMIPENEM\RELEBACTAM,Other Serious Outcome,9
CILOSTAZOL,Other Serious Outcome,8
CILTACABTAGENE AUTOLEUCEL,Death,227
CILTACABTAGENE AUTOLEUCEL,Disability,27
CILTACABTAGENE AUTOLEUCEL,Hospitalization,189
CILTACABTAGENE AUTOLEUCEL,Life Threatening,42
CILTACABTAGENE AUTOLEUCEL,Other Serious Outcome,390
CIMERLI,Other Serious Outcome,3
CIMETIDINE,Other Serious Outcome,9
CIMETIDINE HYDROCHLORIDE,Hospitalization,3
CIMETIDINE HYDROCHLORIDE,Other Serious Outcome,3
CIMZIA,Congenital Anomaly,3148
CIMZIA,Death,15058
CIMZIA,Disability,14438
CIMZIA,Hospitalization,14942
CIMZIA,Life Threatening,14250
CIMZIA,Other Serious Outcome,18449
CINACALCET,Hospitalization,14
CINACALCET,Other Serious Outcome,62
CINACALCET HYDROCHLORIDE,Death,44
CINACALCET HYDROCHLORIDE,Hospitalization,76
CINACALCET HYDROCHLORIDE,Life Threatening,11
CINACALCET HYDROCHLORIDE,Other Serious Outcome,114
CINQAIR,Hospitalization,32
CINQAIR,Other Serious Outcome,53
CIPAGLUCOSIDASE ALFA,Other Serious Outcome,3
CIPRALEX,Death,36
CIPRALEX,Disability,28
CIPRALEX,Hospitalization,57
CIPRALEX,Life Threatening,22
CIPRALEX,Other Serious Outcome,97
CIPRO,Disability,28
CIPRO,Hospitalization,47
CIPRO,Life Threatening,8
CIPRO,Other Serious Outcome,119
CIPRO,Required Intervention,27
CIPROFLOXACIN,Death,122
CIPROFLOXACIN,Disability,497
CIPROFLOXACIN,Hospitalization,900
CIPROFLOXACIN,Life Threatening,165
CIPROFLOXACIN,Other Serious Outcome,2091
CIPROFLOXACIN,Required Intervention,91
CIPROFLOXACIN AND DEXAMETHASONE,Disability,8
CIPROFLOXACIN AND DEXAMETHASONE,Other Serious Outcome,8
CIPROFLOXACIN EXTENDED-RELEASE,Hospitalization,1
CIPROFLOXACIN EXTENDED-RELEASE,Other Serious Outcome,3
CIPROFLOXACIN HYDROCHLORIDE,Death,3
CIPROFLOXACIN HYDROCHLORIDE,Disability,31
CIPROFLOXACIN HYDROCHLORIDE,Hospitalization,22
CIPROFLOXACIN HYDROCHLORIDE,Life Threatening,3
CIPROFLOXACIN HYDROCHLORIDE,Other Serious Outcome,52
CIPROFLOXACIN LACTATE,Other Serious Outcome,1
CIPROFLOXACIN\CIPROFLOXACIN HYDROCHLORIDE,Hospitalization,10
CIPROFLOXACIN\DEXAMETHASONE,Required Intervention,5
CIPROFLOXACIN\FLUOCINOLONE ACETONIDE,Other Serious Outcome,4
CISATRACURIUM,Hospitalization,1
CISATRACURIUM,Life Threatening,1
CISATRACURIUM,Other Serious Outcome,1
CISATRACURIUM BESYLATE,Death,7
CISATRACURIUM BESYLATE,Hospitalization,9
CISATRACURIUM BESYLATE,Life Threatening,4
CISATRACURIUM BESYLATE,Other Serious Outcome,17
CISPLATIN,Congenital Anomaly,8
CISPLATIN,Death,31
CISPLATIN,Disability,26
CISPLATIN,Hospitalization,342
CISPLATIN,Life Threatening,150
CISPLATIN,Other Serious Outcome,427
CITALOPRAM,Congenital Anomaly,29
CITALOPRAM,Death,76
CITALOPRAM,Disability,455
CITALOPRAM,Hospitalization,819
CITALOPRAM,Life Threatening,260
CITALOPRAM,Other Serious Outcome,1629
CITALOPRAM,Required Intervention,38
CITALOPRAM HYDROBROMIDE,Death,16
CITALOPRAM HYDROBROMIDE,Disability,18
CITALOPRAM HYDROBROMIDE,Hospitalization,27
CITALOPRAM HYDROBROMIDE,Life Threatening,16
CITALOPRAM HYDROBROMIDE,Other Serious Outcome,47
CITALOPRAM HYDROCHLORIDE,Congenital Anomaly,2
CITALOPRAM HYDROCHLORIDE,Death,1
CITALOPRAM HYDROCHLORIDE,Other Serious Outcome,7
CITRUCEL,Other Serious Outcome,2
CLADRIBINE,Death,4
CLADRIBINE,Hospitalization,26
CLADRIBINE,Life Threatening,1
CLADRIBINE,Other Serious Outcome,21
CLARAVIS,Disability,6
CLARAVIS,Hospitalization,6
CLARAVIS,Life Threatening,6
CLARAVIS,Other Serious Outcome,113
CLARISCAN,Death,16
CLARISCAN,Disability,4
CLARISCAN,Hospitalization,29
CLARISCAN,Life Threatening,38
CLARISCAN,Other Serious Outcome,30
CLARISCAN,Required Intervention,1
CLARITHROMYCIN,Death,73
CLARITHROMYCIN,Disability,21
CLARITHROMYCIN,Hospitalization,170
CLARITHROMYCIN,Life Threatening,103
CLARITHROMYCIN,Other Serious Outcome,545
CLARITIN,Other Serious Outcome,7
CLARITIN ANTIHISTAMINE,Hospitalization,5
CLASCOTERONE,Other Serious Outcome,1
CLENPIQ,Other Serious Outcome,3
CLEVIPREX,Death,1
CLEVIPREX,Other Serious Outcome,1
CLIMARA PRO,Disability,1
CLIMARA PRO,Other Serious Outcome,11
CLINDAMYCIN,Death,1
CLINDAMYCIN,Disability,7
CLINDAMYCIN,Hospitalization,204
CLINDAMYCIN,Life Threatening,53
CLINDAMYCIN,Other Serious Outcome,412
CLINDAMYCIN,Required Intervention,3
CLINDAMYCIN HYDROCHLORIDE,Death,39
CLINDAMYCIN HYDROCHLORIDE,Disability,7
CLINDAMYCIN HYDROCHLORIDE,Hospitalization,67
CLINDAMYCIN HYDROCHLORIDE,Life Threatening,6
CLINDAMYCIN HYDROCHLORIDE,Other Serious Outcome,110
CLINDAMYCIN HYDROCHLORIDE,Required Intervention,2
CLINDAMYCIN PALMITATE HYDROCHLORIDE,Other Serious Outcome,3
CLINDAMYCIN PHOSPHATE,Hospitalization,32
CLINDAMYCIN PHOSPHATE,Life Threatening,2
CLINDAMYCIN PHOSPHATE,Other Serious Outcome,70
CLOBAZAM,Death,75
CLOBAZAM,Hospitalization,101
CLOBAZAM,Life Threatening,28
CLOBAZAM,Other Serious Outcome,104
CLOBETASOL,Disability,5
CLOBETASOL,Hospitalization,17
CLOBETASOL,Other Serious Outcome,37
CLOBETASOL PROPIONATE,Death,14
CLOBETASOL PROPIONATE,Hospitalization,14
CLOBETASOL PROPIONATE,Other Serious Outcome,21
CLOFARABINE,Death,20
CLOFARABINE,Hospitalization,24
CLOFARABINE,Life Threatening,19
CLOFARABINE,Other Serious Outcome,25
CLOFAZIMINE,Death,4
CLOFAZIMINE,Hospitalization,36
CLOFAZIMINE,Life Threatening,26
CLOFAZIMINE,Other Serious Outcome,27
CLOMIPHENE CITRATE,Other Serious Outcome,3
CLOMIPRAMINE,Hospitalization,23
CLOMIPRAMINE,Other Serious Outcome,19
CLOMIPRAMINE HYDROCHLORIDE,Disability,30
CLOMIPRAMINE HYDROCHLORIDE,Hospitalization,2
CLOMIPRAMINE HYDROCHLORIDE,Life Threatening,2
CLOMIPRAMINE HYDROCHLORIDE,Other Serious Outcome,7
CLOMIPRAMINE HYDROCHLORIDE,Required Intervention,30
CLONAZEPAM,Congenital Anomaly,9
CLONAZEPAM,Death,19
CLONAZEPAM,Disability,31
CLONAZEPAM,Hospitalization,401
CLONAZEPAM,Life Threatening,63
CLONAZEPAM,Other Serious Outcome,602
CLONIDINE,Hospitalization,112
CLONIDINE,Life Threatening,19
CLONIDINE,Other Serious Outcome,80
CLONIDINE,Required Intervention,5
CLONIDINE HYDROCHLORIDE,Death,18
CLONIDINE HYDROCHLORIDE,Hospitalization,55
CLONIDINE HYDROCHLORIDE,Life Threatening,19
CLONIDINE HYDROCHLORIDE,Other Serious Outcome,79
CLONIDINE TRANSDERMAL SYSTEM,Hospitalization,8
CLONIDINE TRANSDERMAL SYSTEM,Life Threatening,2
CLONIDINE TRANSDERMAL SYSTEM,Other Serious Outcome,8
CLOPIDOGREL,Death,27
CLOPIDOGREL,Disability,68
CLOPIDOGREL,Hospitalization,315
CLOPIDOGREL,Life Threatening,192
CLOPIDOGREL,Other Serious Outcome,643
CLOPIDOGREL BISULFATE,Death,9
CLOPIDOGREL BISULFATE,Disability,7
CLOPIDOGREL BISULFATE,Hospitalization,171
CLOPIDOGREL BISULFATE,Life Threatening,40
CLOPIDOGREL BISULFATE,Other Serious Outcome,345
CLOPIDOGREL BISULFATE,Required Intervention,2
CLOPIDOGREL HYDROCHLORIDE,Death,1
CLORAZEPATE DIPOTASSIUM,Hospitalization,12
CLORAZEPATE DIPOTASSIUM,Other Serious Outcome,3
CLOTRIMAZOLE,Congenital Anomaly,2
CLOTRIMAZOLE,Hospitalization,12
CLOTRIMAZOLE,Other Serious Outcome,40
CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,Disability,4
CLOTRIMAZOLE AND BETAMETHASONE DIPROPIONATE,Other Serious Outcome,2
CLOTRIMAZOLE TROCHE,Hospitalization,4
CLOTRIMAZOLE TROCHE,Other Serious Outcome,4
CLOZAPINE,Congenital Anomaly,3
CLOZAPINE,Death,434
CLOZAPINE,Disability,78
CLOZAPINE,Hospitalization,2075
CLOZAPINE,Life Threatening,388
CLOZAPINE,Other Serious Outcome,2671
CLOZAPINE,Required Intervention,2
CLOZARIL,Death,319
CLOZARIL,Disability,33
CLOZARIL,Hospitalization,2930
CLOZARIL,Life Threatening,149
CLOZARIL,Other Serious Outcome,4244
COAGADEX,Hospitalization,1
"COAGULATION FACTOR IX (RECOMBINANT), GLYCOPEGYLATED",Hospitalization,6
"COAGULATION FACTOR IX (RECOMBINANT), GLYCOPEGYLATED",Other Serious Outcome,6
COAGULATION FACTOR IX HUMAN\COAGULATION FACTOR VII HUMAN\COAGULATION FACTOR X HUMAN\PROTEIN C\PROTEIN S HUMAN\PROTHROMBIN,Death,18
COAGULATION FACTOR IX HUMAN\COAGULATION FACTOR VII HUMAN\COAGULATION FACTOR X HUMAN\PROTEIN C\PROTEIN S HUMAN\PROTHROMBIN,Other Serious Outcome,18
COAGULATION FACTOR IX RECOMBINANT HUMAN,Hospitalization,6
COAGULATION FACTOR IX RECOMBINANT HUMAN,Other Serious Outcome,27
COARTEM,Other Serious Outcome,3
COBENFY,Death,2
COBENFY,Disability,23
COBENFY,Hospitalization,161
COBENFY,Life Threatening,17
COBENFY,Other Serious Outcome,257
COBENFY,Required Intervention,1
COBICISTAT,Hospitalization,6
COBICISTAT\DARUNAVIR ETHANOLATE,Hospitalization,5
COBICISTAT\DARUNAVIR\EMTRICITABINE\TENOFOVIR ALAFENAMIDE,Hospitalization,9
COBICISTAT\ELVITEGRAVIR\EMTRICITABINE\TENOFOVIR,Hospitalization,17
COBICISTAT\ELVITEGRAVIR\EMTRICITABINE\TENOFOVIR,Other Serious Outcome,18
COBIMETINIB,Death,1
COBIMETINIB,Other Serious Outcome,10
COCAINE,Hospitalization,6
COCAINE,Other Serious Outcome,8
CODEINE,Death,1
CODEINE,Hospitalization,12
CODEINE,Other Serious Outcome,36
COLCHICINE,Congenital Anomaly,12
COLCHICINE,Death,112
COLCHICINE,Hospitalization,291
COLCHICINE,Life Threatening,132
COLCHICINE,Other Serious Outcome,407
COLD-EEZE,Other Serious Outcome,3
COLESEVELAM,Disability,8
COLESEVELAM HYDROCHLORIDE,Disability,3
COLESEVELAM HYDROCHLORIDE,Other Serious Outcome,32
COLESTID,Other Serious Outcome,8
COLESTIPOL HYDROCHLORIDE,Other Serious Outcome,11
COLGATE BAKING SODA AND PEROXIDE WHITENING BRISK MINT,Other Serious Outcome,3
COLISTIMETHATE,Other Serious Outcome,2
COLISTIMETHATE SODIUM,Hospitalization,4
COLISTIMETHATE SODIUM,Other Serious Outcome,2
COLISTIN SULFATE,Hospitalization,13
COLLAGENASE SANTYL,Death,30
COLLAGENASE SANTYL,Hospitalization,18
COLLAGENASE SANTYL,Other Serious Outcome,1
COLUMVI,Death,45
COLUMVI,Disability,3
COLUMVI,Hospitalization,18
COLUMVI,Life Threatening,6
COLUMVI,Other Serious Outcome,47
COMBIGAN,Other Serious Outcome,7
COMBIPATCH,Other Serious Outcome,16
COMBIVENT,Other Serious Outcome,11
COMBIVENT RESPIMAT,Death,1
COMBIVENT RESPIMAT,Hospitalization,12
COMBIVENT RESPIMAT,Life Threatening,12
COMBIVENT RESPIMAT,Other Serious Outcome,30
COMETRIQ,Other Serious Outcome,8
COMIRNATY (RAXTOZINAMERAN),Death,4
COMIRNATY (RAXTOZINAMERAN),Other Serious Outcome,4
COMIRNATY (TOZINAMERAN),Hospitalization,1
COMPLERA,Other Serious Outcome,15
COMTAN,Hospitalization,4
COMTAN,Other Serious Outcome,4
CONCERTA,Death,2
CONCERTA,Disability,2
CONCERTA,Hospitalization,10
CONCERTA,Life Threatening,5
CONCERTA,Other Serious Outcome,49
CONCIZUMAB,Disability,5
CONCIZUMAB,Hospitalization,12
CONCIZUMAB,Life Threatening,5
CONCIZUMAB,Other Serious Outcome,13
CONTRAVE,Disability,11
CONTRAVE,Hospitalization,45
CONTRAVE,Other Serious Outcome,221
CONTRAVE,Required Intervention,5
CONTROLOC,Life Threatening,7
CONTROLOC,Other Serious Outcome,11
COPAXONE,Congenital Anomaly,2
COPAXONE,Death,1
COPAXONE,Disability,14
COPAXONE,Hospitalization,68
COPAXONE,Life Threatening,9
COPAXONE,Other Serious Outcome,363
COPIKTRA,Death,24
COPIKTRA,Hospitalization,25
COPIKTRA,Other Serious Outcome,7
COPPER,Hospitalization,8
COPPER,Life Threatening,8
COPPER,Other Serious Outcome,4
CORICIDIN HBP,Other Serious Outcome,1
CORICIDIN HBP CHEST CONGESTION AND COUGH,Other Serious Outcome,4
CORICIDIN HBP MAXIMUM STRENGTH COLD FLU AND CHEST CONGESTION,Other Serious Outcome,1
CORICIDIN HBP MAXIMUM STRENGTH NIGHTTIME COLD AND FLU,Other Serious Outcome,1
CORIFACT,Hospitalization,9
CORIFACT,Other Serious Outcome,7
CORLANOR,Hospitalization,13
CORLANOR,Other Serious Outcome,22
CORTICOTROPIN,Death,77
CORTICOTROPIN,Disability,17
CORTICOTROPIN,Hospitalization,1454
CORTICOTROPIN,Other Serious Outcome,3953
CORTRIL,Hospitalization,4
CORTRIL,Other Serious Outcome,3
COSELA,Other Serious Outcome,1
COSENTYX,Congenital Anomaly,2289
COSENTYX,Death,3060
COSENTYX,Disability,3633
COSENTYX,Hospitalization,5242
COSENTYX,Life Threatening,3854
COSENTYX,Other Serious Outcome,8103
COSENTYX,Required Intervention,11
COSMEGEN,Death,1
COSMEGEN,Hospitalization,4
COSMEGEN,Other Serious Outcome,1
COSMETICS,Death,1
COSMETICS,Disability,3
COSMETICS,Hospitalization,2
COSMETICS,Life Threatening,2
COSMETICS,Other Serious Outcome,120
COSMETICS,Required Intervention,22
COTELLIC,Death,2
COTELLIC,Hospitalization,17
COTELLIC,Other Serious Outcome,26
COTRIM,Other Serious Outcome,9
COTRIMOXAZOLE,Death,32
COTRIMOXAZOLE,Hospitalization,24
COTRIMOXAZOLE,Life Threatening,15
COTRIMOXAZOLE,Other Serious Outcome,63
COZAAR,Hospitalization,6
COZAAR,Life Threatening,5
COZAAR,Other Serious Outcome,45
CRENESSITY,Hospitalization,6
CRENESSITY,Other Serious Outcome,7
CREON,Death,173
CREON,Disability,8
CREON,Hospitalization,1266
CREON,Other Serious Outcome,2862
CRESEMBA,Death,18
CRESEMBA,Hospitalization,23
CRESEMBA,Life Threatening,6
CRESEMBA,Other Serious Outcome,68
CRESTOR,Disability,11
CRESTOR,Hospitalization,148
CRESTOR,Life Threatening,76
CRESTOR,Other Serious Outcome,400
CREXONT,Death,6
CREXONT,Disability,6
CREXONT,Hospitalization,39
CREXONT,Other Serious Outcome,80
CRINECERFONT,Hospitalization,8
CRINECERFONT,Other Serious Outcome,16
CRINONE,Other Serious Outcome,70
CRISABOROLE,Hospitalization,3
CRIZOTINIB,Death,43
CRIZOTINIB,Disability,7
CRIZOTINIB,Hospitalization,115
CRIZOTINIB,Life Threatening,8
CRIZOTINIB,Other Serious Outcome,320
CROFAB,Death,6
CROFAB,Hospitalization,3
CROFAB,Life Threatening,2
CROFAB,Other Serious Outcome,6
CROMOLYN,Other Serious Outcome,2
CROMOLYN SODIUM,Disability,4
CROMOLYN SODIUM,Life Threatening,8
CROMOLYN SODIUM,Other Serious Outcome,3
CROMOLYN SODIUM,Required Intervention,6
CROVALIMAB,Hospitalization,4
CROVALIMAB,Other Serious Outcome,18
CRYSVITA,Congenital Anomaly,1
CRYSVITA,Disability,5
CRYSVITA,Hospitalization,31
CRYSVITA,Other Serious Outcome,120
CUBICIN,Death,4
CUBICIN,Disability,1
CUBICIN,Hospitalization,4
CUBICIN,Other Serious Outcome,5
CUBICIN RF,Hospitalization,10
CUROSURF,Life Threatening,8
CUROSURF,Other Serious Outcome,3
CUTAQUIG,Hospitalization,7
CUTAQUIG,Other Serious Outcome,56
CUVITRU,Death,3
CUVITRU,Hospitalization,25
CUVITRU,Other Serious Outcome,95
CUVRIOR,Death,14
CUVRIOR,Hospitalization,32
CUVRIOR,Other Serious Outcome,33
CYAMEMAZINE,Hospitalization,6
CYAMEMAZINE,Other Serious Outcome,6
CYANOCOBALAMIN,Death,23
CYANOCOBALAMIN,Disability,19
CYANOCOBALAMIN,Hospitalization,35
CYANOCOBALAMIN,Life Threatening,19
CYANOCOBALAMIN,Other Serious Outcome,47
CYANOCOBALAMIN\GLYCINE\SEMAGLUTIDE,Hospitalization,1
CYANOCOBALAMIN\GLYCINE\SEMAGLUTIDE,Required Intervention,1
CYANOCOBALAMIN\GLYCINE\TIRZEPATIDE,Other Serious Outcome,6
CYANOCOBALAMIN\MINOXIDIL,Hospitalization,6
